,AFG,AGO,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MNE,MNG,MOZ,MRT,MUS,MWI,MYR,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
CHL,16353.9,8914.097,12432.5,11200.91,14654.8,1128.317,14338.96,5713.025,11353.72,12522.0,14789.04,10732.02,11904.94,8874.32,8901.345,17888.71,12756.3,14382.85,6558.368,12454.73,13471.03,5964.23,1908.614,2590.783,5317.438,16801.3,18046.07,9093.814,10219.65,8632.244,11866.25,327.2397,19079.88,8220.836,9531.194,9376.872,9376.872,4269.443,11429.37,7352.624,5043.452,6423.36,13230.7,12487.06,12098.41,12928.21,5520.146,12644.59,5788.318,10933.15,3792.058,12819.2,12746.33,10715.11,13468.46,12377.05,13501.46,10727.14,11663.39,14204.41,9121.772,11685.42,14405.11,8570.965,7523.978,7750.698,7706.838,9275.427,12573.26,5159.283,5756.752,4671.983,5580.309,12375.95,5795.827,12670.03,15614.28,16936.54,11481.75,14801.26,14111.23,11672.7,13218.19,11923.97,5765.128,13313.39,17247.38,17030.07,11551.52,16847.26,17553.43,12510.68,5714.88,18375.18,14274.37,18182.13,13358.57,7704.238,11447.7,5387.542,11866.25,15796.09,8945.843,13360.42,11940.3,13359.01,10042.32,11663.39,13337.69,11261.95,15088.62,6621.323,13056.75,12588.28,8390.205,11741.27,12649.38,18417.92,9571.246,8167.553,11916.06,10458.4,18182.13,16562.12,8459.421,9305.976,8962.875,5339.192,12027.16,12747.34,17650.42,12935.53,9138.396,15006.83,16694.83,4816.244,2468.643,17626.81,16137.89,13798.95,13002.47,18438.51,10242.03,1557.523,14423.69,13040.96,14153.3,10890.71,13957.64,12171.06,7779.614,16402.79,12859.36,7648.254,5604.744,12037.14,12538.0,12649.38,12171.06,8861.384,4674.126,12573.23,12288.49,13104.44,9429.385,12961.54,13413.09,10364.62,8754.507,17659.3,16377.07,15460.66,15614.28,9994.322,5006.787,11464.98,13118.55,11315.92,11411.09,11264.13,13566.19,1342.72,8271.045,16416.31,5293.2,4922.363,18603.05,11570.16,11584.31,13246.43,7949.371,9874.143,9967.009
CHN,4180.438,11769.51,7686.079,8764.593,5966.427,19297.47,5947.15,13681.69,8956.436,7468.012,5520.214,10011.62,7970.82,11545.88,11404.37,3036.238,7364.447,6184.87,12659.7,7615.699,6480.601,13157.22,17389.85,17614.3,14118.99,3896.4,2812.561,11792.98,10367.61,10598.32,8084.264,19079.88,1163.707,12145.08,11002.26,11274.53,11274.53,14937.48,9456.55,12655.15,14090.98,12750.39,7076.428,7462.242,7785.342,7769.803,13884.11,7208.356,13500.16,9117.676,15364.41,7551.418,7878.1,9232.299,6372.091,8315.988,6326.875,9104.002,8225.232,5548.78,11432.47,8151.353,5852.917,11831.63,12651.77,12365.75,12441.42,11235.13,7623.437,14245.04,13351.5,14808.48,13543.21,7648.763,13463.2,7347.376,5220.879,3785.013,8290.863,5609.038,6298.444,7889.944,7146.982,8134.695,13446.64,7061.988,2098.111,3277.169,9223.831,3471.802,3351.089,7138.044,13666.93,955.6511,6225.544,2778.652,6983.571,12572.44,8743.509,14025.15,8084.264,5171.491,11972.86,6567.348,7964.416,6523.571,9951.105,8225.232,6742.606,9676.325,5862.359,12467.17,6537.865,7531.092,11841.6,8417.788,7419.217,1172.047,11347.11,11903.59,9054.787,10394.82,2778.652,4355.047,12372.95,11024.17,11466.06,13785.57,7831.141,7031.006,3160.925,6809.453,11041.03,5658.039,3882.877,14352.56,16666.29,2850.319,4048.299,6343.974,6947.899,809.5382,9675.63,18311.35,6164.891,7068.477,5795.045,9845.182,6605.185,8402.047,12312.88,4484.657,7089.695,12570.8,13507.86,7991.616,8265.165,7419.217,8402.047,11671.2,14866.92,7422.387,7722.639,6713.787,11485.86,7945.286,6940.429,10103.65,11656.86,3303.891,4052.918,4939.987,5220.879,9809.154,14403.7,8646.589,7064.197,8390.566,9422.745,9468.473,6460.799,19175.59,10993.68,3943.621,14117.08,14402.5,2330.799,8369.766,8268.319,7417.418,12967.77,10960.79,10898.12
CIV,8144.624,2480.138,4655.998,4174.22,6583.225,7231.426,6198.215,6423.863,15950.81,5152.116,6626.284,3829.791,5125.518,733.3586,822.5521,10223.82,4952.379,6243.439,8086.131,4820.295,6106.147,9289.005,7462.484,5630.741,6157.8,13156.75,10113.66,4658.542,2512.054,8431.855,4762.153,8220.836,12145.08,213.5865,1730.951,2389.362,2389.362,7873.854,5565.165,2384.485,8827.081,8599.048,5068.75,5274.965,5236.513,5233.239,6361.362,5795.408,7274.133,3579.926,8300.062,4607.989,4817.791,3906.717,6500.883,4747.246,6574.7,18583.05,4884.159,17639.33,1590.574,5152.519,6296.369,418.1497,1372.991,1656.351,1472.57,1432.609,4595.084,6383.591,9492.0,5992.671,9142.976,4902.112,7543.253,5185.391,12371.63,8878.358,5348.089,6583.36,5891.865,6704.444,5010.83,4386.772,8014.168,5101.571,14108.31,8879.904,4600.115,8687.037,11945.82,19224.36,6518.794,13079.55,6074.369,11580.53,5165.91,755.8931,3531.821,6310.356,4762.153,9272.438,5117.872,6091.532,5020.569,6252.606,3209.504,4884.159,5602.682,6254.542,8589.649,10358.2,18548.1,4798.88,926.861,3897.312,5002.415,11101.16,5265.005,1930.722,7296.389,4696.99,11580.53,11722.28,3861.917,1133.164,838.0292,9055.791,5298.531,6204.993,9676.683,18894.34,15695.31,6995.622,8499.803,8333.302,8308.706,13571.69,15214.91,16815.3,5706.232,12901.02,3754.935,6720.189,6311.119,5249.03,6715.534,3874.156,5826.702,4151.775,1799.45,11982.22,18205.39,1083.307,9354.487,4593.278,5493.816,5002.415,4151.775,1321.793,5671.609,5176.218,4874.526,6301.391,5173.755,6703.935,5212.955,2223.361,601.7839,11434.37,8160.717,7247.637,12371.63,18032.8,6357.273,3795.715,5152.292,19532.04,4998.414,4104.768,5959.585,7055.091,7948.649,8227.005,6333.329,6949.832,11845.84,18417.11,18981.74,5387.803,4967.811,4244.113,4633.601
CMR,6842.123,1424.688,4253.419,4414.949,5133.86,8456.569,5224.684,8120.839,14687.67,4959.645,5592.087,2136.524,5272.011,1037.146,1731.331,8709.055,4475.222,4852.17,9719.645,4505.491,5752.091,10982.28,9042.204,6997.694,7875.98,11467.0,8658.19,3543.866,790.412,9793.375,4813.109,9531.194,11002.26,1730.951,259.3478,990.0675,990.0675,9604.101,3915.713,4029.85,10552.99,10250.28,4146.538,5154.902,5316.503,3590.317,8069.254,5767.944,8963.604,3772.921,10020.52,3579.672,3258.149,4347.477,6288.175,3074.591,6368.713,17897.6,5085.718,16148.74,451.0077,5413.581,5359.275,1318.796,3074.167,3274.433,3122.303,301.903,3998.637,8105.778,11198.96,7723.608,10853.94,4688.97,9232.512,4911.726,10640.69,7444.171,5742.18,5413.027,4735.909,7229.908,3970.169,4234.211,9706.938,4034.966,13083.03,7749.332,2873.432,7554.792,10300.7,17909.44,8215.053,11957.9,4777.457,10002.67,4163.231,2485.423,3219.009,8024.671,4813.109,7575.884,4066.016,5793.484,5117.125,6013.586,3860.319,5085.718,5083.627,4682.87,6876.347,12027.18,17466.37,4359.908,2359.123,3580.575,4645.17,10096.96,4021.399,3389.736,5689.973,3161.213,10002.67,10013.85,3002.201,1495.293,938.0098,10775.07,5432.492,6240.519,8222.644,17273.52,15243.89,5513.027,7168.504,10061.83,9951.064,11990.29,13578.44,15089.38,5457.721,11802.9,4409.443,8126.939,4893.285,4736.252,6231.046,2161.496,4427.029,2643.877,3395.313,10266.38,16490.7,2791.564,11066.6,4464.124,3765.784,4645.17,2643.877,670.811,7402.062,4961.85,4707.578,6201.053,3968.595,4977.338,4184.385,1001.256,1156.248,9805.571,6950.081,6077.537,10640.69,17974.56,8083.623,3673.425,4490.615,18576.41,3308.428,2375.223,5480.026,8258.707,9359.483,7075.855,8051.251,8676.165,10313.96,17067.77,17596.92,3805.698,4268.166,2833.391,3228.249
COD,7100.583,556.9467,5092.883,5383.058,5308.856,8261.97,5776.592,8787.793,13759.13,5838.688,6092.719,1566.957,6216.578,1843.169,2625.844,8702.789,5283.01,5100.807,10474.82,5363.089,6565.044,11646.96,9179.979,6964.051,8490.277,11134.3,8720.156,2553.88,1030.178,10713.35,5748.048,9376.872,11274.53,2389.362,990.0675,219.9616,219.9616,10088.14,3196.124,4773.068,11116.14,10984.06,4775.192,6047.745,6248.905,3557.617,8712.212,6671.254,9642.195,4743.947,10429.38,4180.004,3396.548,5332.644,7133.793,3006.925,7214.771,16935.05,6041.018,15927.32,826.0969,6373.541,5927.325,2036.598,3758.281,4035.773,3859.19,1140.769,4781.862,8703.56,11830.45,8245.497,11475.75,5569.143,9910.699,5770.006,10134.0,7559.667,6715.125,5827.102,5189.397,8207.706,4539.729,5140.217,10376.96,4584.653,13371.68,8116.616,2423.322,7926.337,10077.02,17558.83,8883.106,12217.9,5117.58,9887.858,4745.371,3119.354,4120.426,8650.447,5748.048,7286.253,3076.123,6623.478,6055.399,6856.865,4849.547,6041.018,5856.712,3865.593,6542.553,12732.5,17352.92,5184.311,3182.654,4467.404,5486.24,10488.16,3045.332,4233.699,4907.542,2309.266,9887.858,9651.106,2050.37,2453.707,1767.29,11368.98,6372.873,7150.677,8296.839,16840.45,14260.44,5635.025,7391.706,10609.4,10166.01,11828.65,13302.46,14483.0,6310.153,12084.06,5399.419,8095.896,5112.753,5522.742,6985.611,1668.181,4687.715,2912.332,4172.231,9873.967,15833.99,3467.848,11683.85,5369.803,3421.492,5486.24,2912.332,1067.903,7911.796,5835.125,5598.819,7079.398,2986.383,4464.175,4749.809,1825.516,1928.791,9618.644,7280.802,6467.286,10134.0,16986.59,8661.008,4600.289,5227.964,17758.93,2681.518,1995.224,6256.173,8053.304,10259.8,7447.625,8665.436,9249.521,10251.42,16195.68,16754.51,3871.377,3322.5,1896.946,2293.529
COG,7100.583,556.9467,5092.883,5383.058,5308.856,8261.97,5776.592,8787.793,13759.13,5838.688,6092.719,1566.957,6216.578,1843.169,2625.844,8702.789,5283.01,5100.807,10474.82,5363.089,6565.044,11646.96,9179.979,6964.051,8490.277,11134.3,8720.156,2553.88,1030.178,10713.35,5748.048,9376.872,11274.53,2389.362,990.0675,219.9616,219.9616,10088.14,3196.124,4773.068,11116.14,10984.06,4775.192,6047.745,6248.905,3557.617,8712.212,6671.254,9642.195,4743.947,10429.38,4180.004,3396.548,5332.644,7133.793,3006.925,7214.771,16935.05,6041.018,15927.32,826.0969,6373.541,5927.325,2036.598,3758.281,4035.773,3859.19,1140.769,4781.862,8703.56,11830.45,8245.497,11475.75,5569.143,9910.699,5770.006,10134.0,7559.667,6715.125,5827.102,5189.397,8207.706,4539.729,5140.217,10376.96,4584.653,13371.68,8116.616,2423.322,7926.337,10077.02,17558.83,8883.106,12217.9,5117.58,9887.858,4745.371,3119.354,4120.426,8650.447,5748.048,7286.253,3076.123,6623.478,6055.399,6856.865,4849.547,6041.018,5856.712,3865.593,6542.553,12732.5,17352.92,5184.311,3182.654,4467.404,5486.24,10488.16,3045.332,4233.699,4907.542,2309.266,9887.858,9651.106,2050.37,2453.707,1767.29,11368.98,6372.873,7150.677,8296.839,16840.45,14260.44,5635.025,7391.706,10609.4,10166.01,11828.65,13302.46,14483.0,6310.153,12084.06,5399.419,8095.896,5112.753,5522.742,6985.611,1668.181,4687.715,2912.332,4172.231,9873.967,15833.99,3467.848,11683.85,5369.803,3421.492,5486.24,2912.332,1067.903,7911.796,5835.125,5598.819,7079.398,2986.383,4464.175,4749.809,1825.516,1928.791,9618.644,7280.802,6467.286,10134.0,16986.59,8661.008,4600.289,5227.964,17758.93,2681.518,1995.224,6256.173,8053.304,10259.8,7447.625,8665.436,9249.521,10251.42,16195.68,16754.51,3871.377,3322.5,1896.946,2293.529
COL,14288.69,9911.524,10083.01,8567.797,13680.45,4706.263,12118.5,2004.484,14260.45,9738.664,12521.46,11640.86,8874.132,8589.477,8104.389,16506.31,10348.02,13254.83,2288.925,9939.706,10417.04,2050.216,2471.658,4399.134,1941.29,18491.83,16099.62,11341.86,10384.9,4363.174,9070.684,4269.443,14937.48,7873.854,9604.101,10088.14,10088.14,401.9008,13206.76,5756.541,1157.984,2203.672,11372.43,9585.834,9062.736,12960.63,1910.986,9443.786,1646.805,8645.645,662.6532,11313.6,12425.96,8107.001,10124.84,12544.65,10123.49,11922.76,8707.677,13973.34,9401.49,8570.659,12073.48,8289.123,6570.737,6481.141,6582.537,9304.102,10466.42,1684.285,2025.943,1886.479,1699.083,9727.443,1577.166,9945.401,19772.34,15290.56,8208.013,12883.76,12404.24,7847.765,11586.3,9471.443,1495.938,11696.45,14262.86,14007.77,12457.79,13925.09,18228.95,12418.95,1948.044,14817.3,12883.49,17504.0,11600.13,7122.128,9568.515,1864.674,9070.684,16966.86,11486.37,10258.92,8991.176,10137.39,7724.87,8707.677,10682.76,13607.86,16400.63,3088.959,12557.84,10209.72,7417.815,9678.77,10090.99,14183.88,12007.27,6592.511,14619.95,12178.72,17504.0,19097.63,10436.82,8507.99,8694.004,1489.383,8927.356,9337.488,15864.08,13129.36,11974.69,14109.27,14615.72,686.1259,1875.294,17255.37,16491.96,15346.31,10020.88,14725.17,7616.365,3821.056,13378.3,10537.51,10979.1,11712.65,12951.61,11751.71,6402.558,19364.4,13938.84,6838.609,1845.438,9463.637,13366.56,10090.99,11751.71,9103.617,2202.319,9798.274,9612.337,9751.91,11860.28,14547.45,11684.05,9913.779,8462.072,17931.82,13953.19,13288.74,19772.34,11256.95,1636.416,9288.206,10842.33,11821.66,12766.43,11971.55,10708.16,4826.395,4021.171,13768.9,1793.801,1114.829,17177.21,12994.7,12643.45,12985.04,10630.44,11582.73,11880.75
COM,5824.411,3301.018,6371.083,7379.25,4200.173,10331.04,5772.269,11982.51,10894.3,7174.249,5831.371,1793.933,7909.632,4939.126,5636.859,6461.117,6380.906,4289.318,13633.68,6673.24,7443.45,14843.09,11864.56,9491.185,11684.38,8147.469,6644.855,2337.365,3261.487,13518.01,7432.832,11429.37,9456.55,5565.165,3915.713,3196.124,3196.124,13206.76,16.2302,7931.313,14281.37,14158.69,5314.499,7426.17,7847.916,2589.593,11908.33,8020.091,12835.88,6846.9,13465.11,4818.36,3043.654,7547.986,8084.621,2357.362,8155.578,14095.76,7842.67,12886.6,3974.621,8177.545,5943.646,5184.625,6938.107,7180.19,7017.294,4182.98,5890.844,11894.17,15022.12,11409.26,14665.7,6956.245,13104.7,7009.495,6995.042,5782.406,8618.9,5337.787,5009.993,10036.69,4952.821,6740.349,13572.4,4917.013,11351.43,7004.541,1356.564,6859.643,7288.149,14385.19,12077.75,10261.17,4591.498,7307.531,5134.142,6308.064,5889.22,11845.74,7432.832,4549.173,2556.18,7575.325,7722.112,7838.525,7342.248,7842.67,6685.785,921.1054,3779.015,15923.29,14302.08,6375.972,6274.671,6094.379,6693.943,9108.994,1946.945,7301.562,1791.539,1056.905,7307.531,6671.648,3029.298,5341.149,4845.608,14548.88,8014.141,8478.141,6304.148,13660.39,12117.87,4268.415,5955.265,13769.24,12929.22,9051.291,10313.15,11286.96,7427.664,10196.38,7807.399,10538.77,4205.533,6478.156,7521.362,1815.552,4059.858,3251.838,7306.168,6850.69,12644.87,6648.441,14871.7,6929.701,1542.121,6693.943,3251.838,4249.84,11071.81,7140.599,7040.356,8219.858,2069.371,1554.65,5080.749,4098.99,5047.141,6919.27,6197.528,5742.81,6995.042,14461.09,11846.05,6411.114,6047.435,14665.26,690.7507,1782.844,7020.656,10118.15,13150.82,6465.828,11859.28,12430.79,7749.041,13164.47,13681.93,3014.381,3532.016,1676.523,1482.424
CPV,9324.58,4839.974,5090.82,3890.611,8135.805,6643.946,7092.814,4101.707,17855.77,5194.904,7550.076,6165.723,4712.202,2995.859,2378.053,11658.14,5413.075,7731.985,5706.75,5102.136,6175.745,6955.229,6025.543,4964.447,3901.328,14948.48,11426.51,6946.353,4757.679,6150.237,4570.96,7352.624,12655.15,2384.485,4029.85,4773.068,4773.068,5756.541,7931.313,23.8863,6587.105,6227.382,6069.374,5192.94,4889.913,7204.088,4065.609,5479.354,4937.125,3580.534,6278.781,5820.062,6677.533,3425.471,6310.97,6798.18,6363.493,17669.6,4452.386,17596.16,3964.701,4572.15,7127.233,2748.258,1037.979,756.4963,915.0828,3751.813,5287.326,4145.196,7181.721,3891.015,6843.004,5030.91,5205.584,5328.774,14514.75,10236.65,4535.513,7708.384,7077.781,5480.9,6169.818,4571.382,5681.116,6278.903,14133.65,9706.133,6879.462,9535.076,13628.26,17454.43,4194.917,13433.69,7438.518,13082.95,6251.983,1687.763,4191.845,4036.099,4570.96,11240.94,7362.177,6087.948,4701.549,6140.595,2706.494,4452.386,5985.07,8638.643,10644.1,7998.977,17090.57,5245.737,1695.378,4437.798,5296.776,11487.66,7585.961,880.5035,9677.821,7081.418,13082.95,13670.55,6081.29,2762.9,3092.472,6781.735,4863.254,5727.035,11017.72,18065.3,16336.53,8574.278,9699.226,6119.588,6623.425,14925.52,16564.83,18848.79,5707.679,13235.82,3001.378,5806.407,7835.032,5692.529,6862.205,6189.04,7365.578,5999.561,651.838,13965.09,19320.63,1322.196,7056.748,4689.793,7685.123,5296.776,5999.561,3705.165,3611.765,5242.804,4948.814,5992.165,7482.351,8969.377,6324.565,4170.383,2884.799,13092.34,9187.103,8300.742,14514.75,16967.75,4148.981,4128.667,5807.234,17460.97,7338.046,6374.175,6224.206,6532.041,5640.555,9151.109,4073.677,4732.41,13208.24,18735.0,18385.2,7243.297,7023.108,6621.05,7006.872
CRI,14334.57,10980.7,10418.61,8906.517,14115.79,5653.427,12346.34,2531.254,13829.48,9950.39,12700.44,12643.79,9046.46,9521.273,8964.563,16236.3,10647.12,13692.77,1825.164,10230.87,10486.5,953.8871,3428.308,5523.376,2687.524,17348.79,15805.36,12490.49,11316.32,3774.394,9319.896,5043.452,14090.98,8827.081,10552.99,11116.14,11116.14,1157.984,14281.37,6587.105,85.0046,1472.233,11766.86,9764.202,9221.746,13720.32,2531.755,9513.696,1807.43,9093.718,1293.471,11811.58,13142.62,8483.913,10095.85,13363.43,10079.9,11147.68,8919.449,12875.08,10391.32,8727.512,12270.71,9234.754,7482.792,7335.628,7460.788,10258.1,10851.58,2450.079,871.4641,2873.373,571.8347,9987.19,1583.355,10164.74,18767.43,15289.71,8318.671,13134.27,12759.68,7689.322,12029.2,9813.549,1185.005,12135.14,13182.38,13803.8,13426.24,13761.28,17435.91,11390.05,2445.595,13836.1,13284.84,16835.28,12006.16,8071.195,10079.76,2551.477,9319.896,17443.47,12643.28,10319.94,9188.089,10158.2,8223.02,8919.449,10877.72,14736.83,17086.91,1933.061,11476.86,10527.62,8279.346,10129.43,10357.81,13501.64,13159.24,7371.347,15762.52,13273.86,16835.28,18440.15,11579.94,9347.004,9623.901,339.1337,9068.949,9323.294,15686.39,12110.99,11676.95,14515.44,14609.52,514.3561,2577.433,16144.64,15346.43,14424.88,10142.28,13766.89,8019.192,4855.032,13826.36,10792.87,10967.48,12698.96,13451.85,12491.37,7238.872,18503.56,13022.88,7762.408,690.3625,9765.894,14271.7,10357.81,12491.37,10098.93,3209.965,10009.22,9869.865,9740.125,13012.91,15530.3,12092.04,10751.25,9398.243,17346.46,13937.0,13423.11,18767.43,10535.64,2469.813,9729.521,11149.45,10911.55,13795.6,12927.46,10830.9,5797.174,3564.9,13706.95,2514.076,1877.249,16416.56,12208.79,11798.14,13673.1,11787.5,12689.38,13000.92
CUB,12952.4,10977.25,9295.044,7824.306,12978.95,6909.934,11098.03,2249.123,14717.39,8738.225,11413.95,12386.04,7823.939,9221.086,8548.214,14765.1,9487.716,12571.64,560.8621,9074.468,9171.404,935.6088,4674.092,6475.084,2652.006,16384.67,14334.04,12830.86,10948.03,2302.272,8150.358,6423.36,12750.39,8599.048,10250.28,10984.06,10984.06,2203.672,14158.69,6227.382,1472.233,125.2343,10661.26,8531.537,7986.025,12958.37,2372.243,8213.876,1410.445,8112.747,2633.182,10803.05,12344.73,7450.005,8733.678,12706.88,8710.905,11703.65,7729.485,12641.13,10187.83,7500.414,11003.7,8974.556,7226.899,6979.189,7141.5,9977.446,9760.994,2510.682,1271.713,3169.953,1126.169,8811.006,1165.037,8953.837,17903.42,13875.68,7067.249,11884.67,11595.94,6294.877,10960.7,8710.583,819.0594,11059.81,12127.1,12351.09,13051.23,12317.51,16089.97,11429.44,2155.367,12617.36,12144.63,15426.61,10904.63,7864.996,9136.06,2473.656,8150.358,16175.01,13102.42,9002.471,7980.815,8820.729,7325.009,7729.485,9635.371,14832.52,16023.5,1784.223,11356.56,9386.449,7893.291,9120.789,9179.062,12075.38,13514.25,6886.011,15886.75,13277.21,15426.61,17078.27,11900.41,8878.49,9315.902,1293.236,7823.974,7978.4,14226.5,12149.59,12780.93,13341.65,13203.51,1607.117,3962.969,15122.36,14779.71,14558.67,8864.201,12522.2,7025.992,6008.845,12709.82,9595.951,9603.391,12397.89,12395.31,11750.47,6855.256,17234.55,13248.43,7517.226,1269.985,8629.571,13722.92,9179.062,11750.47,9919.473,3489.664,8795.274,8694.525,8391.007,13381.65,15067.0,10989.98,10227.72,9111.831,15920.19,12536.16,12097.96,17903.42,11195.76,2618.323,8722.835,9985.151,11240.16,13555.69,12546.79,9542.158,7028.569,2114.841,12292.66,2492.941,2156.569,15040.36,12703.61,12211.17,12816.36,12387.51,12765.39,13129.03
CYP,3257.972,5332.035,1366.294,2861.284,2348.921,12291.57,1129.579,9384.479,14426.82,2017.949,1563.325,4307.533,2904.975,4493.079,4340.528,5596.493,1205.622,1926.81,10128.48,1602.664,2130.692,11596.67,12094.34,10651.9,9446.887,8938.696,5357.479,6712.723,3745.057,8935.357,2523.252,13230.7,7076.428,5068.75,4146.538,4775.192,4775.192,11372.43,5314.499,6069.374,11766.86,10661.26,36.1766,2260.553,2776.08,2801.785,9462.471,2777.919,9975.51,2728.05,12004.46,600.76,2273.688,3288.066,2772.545,2958.017,2845.096,16105.81,2954.551,12606.95,4597.472,3223.638,1236.581,4765.539,5723.709,5544.879,5560.285,4313.776,915.6595,9701.091,11929.34,9721.285,11716.78,1882.583,10185.23,1815.574,8922.735,4175.156,3680.572,1639.101,1039.011,4882.096,365.6896,1957.84,10593.8,429.2199,9068.81,3821.457,4071.189,3631.016,7607.711,14204.11,9451.616,8012.453,1521.355,7019.955,243.4737,5530.354,1884.154,9509.419,2523.252,5687.943,7201.451,2260.847,2729.865,2524.026,3660.103,2954.551,1371.635,6195.13,5373.782,12159.86,13577.78,1282.659,4842.612,1703.866,1533.35,6050.101,6802.715,5197.604,6664.209,5466.867,7019.955,7854.233,6648.883,3950.058,4421.355,11792.31,2949.04,3202.21,4949.158,13875.72,16614.41,2756.173,3632.447,11458.1,12636.7,8874.548,10547.5,12781.17,2140.182,7836.264,3766.31,11685.66,2061.93,1201.539,2316.67,4141.51,1740.745,2182.985,5542.685,8168.871,13927.8,5584.98,11900.21,2032.342,3889.336,1533.35,2182.985,4771.434,9512.906,1969.287,1994.669,2912.221,6847.024,4995.858,328.7328,3157.489,4596.923,7075.253,3163.88,2252.929,8922.735,16842.35,9774.176,2086.512,759.5555,15466.85,4716.096,3875.884,1714.705,12120.21,8790.811,3185.975,9583.885,10257.65,7141.527,15195.14,15245.75,2451.752,7843.593,5659.125,5902.009
CZE,4708.024,6560.238,1060.922,1302.353,4461.374,11836.83,2582.411,7589.502,16097.52,252.4479,2948.413,6119.657,718.4293,4989.285,4453.064,7032.401,1069.866,4069.985,8024.927,757.0533,986.366,9462.64,10904.1,10155.45,7766.896,10341.36,6686.705,8407.657,5103.389,6687.748,623.4171,12487.06,7462.242,5274.965,5154.902,6047.745,6047.745,9585.834,7426.17,5192.94,9764.202,8531.537,2260.553,105.6266,545.6255,5024.509,7709.214,631.8411,8042.32,1737.169,10246.23,2637.998,4452.355,1776.348,1227.457,5094.006,1300.095,16200.42,884.6105,12792.11,5553.937,1036.988,2509.619,5145.16,5301.528,4955.986,5063.851,5185.906,1535.797,8004.558,9801.983,8201.362,9628.565,492.0173,8218.074,445.1513,10705.36,5711.911,1465.218,3371.025,3078.955,2640.109,2614.886,926.5591,8579.473,2689.517,9082.237,4692.472,6104.759,4550.853,9064.88,13954.77,7640.175,8262.063,3636.297,8365.918,2493.329,5407.654,1935.937,7787.612,623.4171,7688.102,8932.594,896.5842,596.739,993.2449,2490.774,884.6105,1113.54,8335.67,7497.254,9935.079,13277.84,1051.492,4639.915,1580.469,742.4153,6295.875,8654.025,4465.213,8892.55,7378.479,8365.918,9554.34,8092.025,4221.885,4964.818,9736.227,709.4576,1117.156,6359.505,13931.31,18419.03,4810.765,5048.636,9532.546,11151.94,9908.748,11435.75,13772.91,516.6628,8065.173,2245.294,10970.21,4208.962,1083.813,1673.0,5980.932,3968.088,4176.877,4883.616,9865.71,14510.06,5291.766,9795.607,700.1221,6093.337,742.4153,4176.877,5602.103,8072.979,293.086,448.934,1053.71,8665.57,7250.67,2571.677,4222.249,5040.073,8570.566,4407.229,3704.668,10705.36,16701.55,8109.914,1514.704,1511.031,15193.57,6778.192,5801.1,1141.565,11723.31,6573.925,4270.401,7873.772,8500.567,8338.598,15746.11,15500.17,4700.972,9361.293,7422.563,7735.446
