,AFG,AGO,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MNE,MNG,MOZ,MRT,MUS,MWI,MYR,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
MDG,6370.142,3857.428,7283.476,8298.818,4880.935,10212.05,6579.582,12603.89,10050.92,8083.425,6597.249,2625.146,8828.329,5678.08,6414.199,6640.4,7284.44,5027.307,14335.44,7584.817,8316.957,15417.12,11967.6,9591.817,12260.08,7848.804,6884.904,2321.26,4088.432,14397.06,8352.528,11261.95,9676.325,6254.542,4682.87,3865.593,3865.593,13607.86,921.1054,8638.643,14736.83,14832.52,6195.13,8335.67,8764.171,3424.35,12507.66,8923.647,13459.14,7761.553,13768.01,5716.257,3921.766,8460.734,8955.914,3249.451,9024.89,13270.44,8763.332,12445.93,4679.322,9097.793,6748.544,5897.49,7620.057,7899.725,7724.712,4929.845,6799.875,12450.55,15544.66,11905.56,15185.75,7869.163,13724.29,7914.995,6562.448,6175.918,9539.774,6083.683,5818.949,10953.2,5830.989,7660.201,14176.45,5788.879,11423.11,7540.767,2276.904,7413.828,7152.112,13800.88,12699.1,10400.05,5364.89,7290.113,6005.66,6975.949,6809.219,12429.63,8352.528,4565.287,2337.416,8453.709,8640.706,8716.07,8233.27,8763.332,7566.234,288.1828,3829.945,16533.96,13816.55,7284.481,7024.337,7015.445,7600.477,9484.938,1724.365,8067.528,1058.797,1558.547,7290.113,6416.869,3185.897,6148.336,5590.803,15035.16,8931.112,9376.567,6592.589,13077.59,11200.8,4880.46,6448.813,14223.62,13043.2,8869.478,9965.168,10671.98,8321.308,10362.5,8709.09,10565.89,4929.537,7371.447,8356.116,2676.543,4844.022,4166.7,8033.953,6552.243,11981.71,7329.807,15379.0,7848.226,2338.024,7600.477,4166.7,4933.489,11565.98,8048.527,7954.88,9106.587,1873.455,1805.194,5948.16,4965.479,5776.532,6850.169,6776.394,6425.385,6562.448,13590.87,12383.9,7331.65,6936.934,13921.76,1605.309,2687.701,7889.882,10005.71,14006.81,7058.207,12431.94,12951.73,7754.976,12385.09,12922.7,3830.609,3326.973,2078.79,1740.95
MDV,3406.564,6836.069,6737.666,8228.938,3044.644,14040.08,4950.312,14580.16,9147.749,7286.91,4671.25,4981.228,8201.374,7861.474,8303.248,2831.869,6537.101,3454.322,15499.8,6951.247,6913.969,16957.76,15625.43,13264.65,14504.53,4604.447,3122.322,6064.191,6086.398,14056.75,7874.673,15088.62,5862.359,8589.649,6876.347,6542.553,6542.553,16400.63,3779.015,10644.1,17086.91,16023.5,5373.782,7497.254,8042.136,3440.05,14607.52,7847.228,15280.16,8003.847,16886.14,5285.308,3984.01,8631.48,7411.087,3865.438,7445.993,11741.34,8294.178,9386.032,7133.537,8525.089,5057.287,8171.529,9850.899,9921.616,9825.664,7178.231,6282.459,14758.22,17295.18,14524.38,17090.13,7212.847,15511.7,7071.424,3872.397,2750.004,8962.471,4172.578,4427.613,9862.516,5089.315,7330.813,15945.21,4986.496,7611.875,4363.5,4119.279,4312.445,3560.928,11080.14,14661.01,6570.516,3879.433,3528.516,5131.167,9329.335,7009.429,14613.92,7874.673,772.164,6159.367,7083.418,8043.064,7287.128,8864.804,8294.178,6400.624,3829.945,6.4929,17287.92,10810.48,6641.559,8988.311,6972.285,6844.519,5816.043,5537.245,9812.788,3222.059,4820.094,3528.516,3137.906,6808.023,7895.595,7756.306,17154.61,8206.194,8127.079,2905.181,10404.2,11241.42,2687.854,3283.508,16697.97,16670.91,5332.038,6761.613,8307.143,7186.356,6533.133,9084.706,14317.19,3316.709,6428.374,6563.114,4874.625,3655.887,4653.28,9998.322,3392.576,9708.203,9591.514,17273.57,7401.065,3133.515,6844.519,4653.28,7434.718,14223.96,7230.206,7329.455,7726.645,5682.612,2228.198,5045.388,6492.521,7991.51,3152.969,3864.504,4060.335,3872.397,12393.43,14781.21,7372.806,6038.772,11814.8,3988.868,4565.735,6521.934,13832.37,14037.78,4150.944,14668.17,15348.95,3972.821,10669.7,11021.44,3435.261,7153.617,5437.706,5259.954
MEX,13906.07,12686.0,10807.12,9404.528,14372.35,7397.651,12406.08,3946.302,12985.17,10163.51,12647.82,14163.71,9259.353,10994.8,10331.14,15124.74,10957.55,13998.63,2332.616,10557.36,10424.03,1122.146,5242.293,7439.636,4274.465,15417.07,14720.72,14375.19,12731.37,3267.29,9640.465,6621.323,12467.17,10358.2,12027.18,12732.5,12732.5,3088.959,15923.29,7998.977,1933.061,1784.223,12159.86,9935.079,9399.781,14650.17,4031.988,9522.823,3090.919,9760.504,3141.729,12384.58,14029.76,9073.951,9899.34,14444.59,9860.541,9922.433,9206.813,11067.11,11948.77,8938.404,12284.91,10741.29,8985.325,8753.231,8910.872,11750.78,11294.58,4083.905,1063.046,4647.312,1402.819,10278.05,2822.927,10375.25,16863.46,14673.66,8484.521,13163.93,13004.59,7460.195,12487.84,10254.87,2361.969,12578.2,11312.39,13047.79,14835.17,13068.68,15689.1,9722.604,3850.921,12066.01,13564.08,15237.8,12401.35,9615.903,10790.9,4105.969,9640.465,17101.06,14559.83,10255.65,9431.36,10039.22,9027.964,9206.813,10995.63,16533.96,17287.92,527.5446,9714.763,10878.43,9673.086,10733.58,10634.26,12104.09,15053.06,8669.876,17590.84,14999.55,15237.8,16641.12,13452.03,10662.69,11090.92,1599.644,9229.362,9207.354,14767.61,10447.78,11207.38,14672.37,14069.46,2417.223,4264.224,14231.54,13444.63,12844.41,10191.03,12023.65,8683.526,6699.549,14137.13,11018.72,10736.3,14179.58,13895.68,13469.24,8632.143,16623.59,11499.0,9274.898,1243.565,10143.58,15480.17,10634.26,13469.24,11674.09,4985.829,10216.82,10165.32,9597.715,14909.76,16827.86,12484.04,12007.65,10883.25,15761.05,13452.97,13230.67,16863.46,9430.351,4153.854,10343.81,11437.28,9464.069,15335.14,14330.93,10831.55,7563.498,3369.053,13174.14,4102.243,3594.984,14772.0,10919.41,10429.45,14459.78,13719.26,14455.36,14798.5
MHL,10652.17,17596.71,13898.79,14409.84,12334.04,14109.59,12452.5,13605.67,5032.042,13396.95,12042.5,15789.89,13457.5,18070.84,17726.21,8766.916,13606.95,12625.8,11800.8,13729.11,12442.21,10833.73,13505.01,15603.51,13981.08,6225.384,8808.633,15854.12,16729.01,10995.13,13802.45,13056.75,6537.865,18548.1,17466.37,17352.92,17352.92,12557.84,14302.08,17090.57,11476.86,11356.56,13577.78,13277.84,13337.16,13915.99,13720.5,12769.17,12759.42,14986.3,12261.39,14081.65,14211.08,14714.1,12050.92,14451.79,11977.75,2923.56,13705.24,1430.667,17844.48,13454.02,12341.52,18331.02,18026.58,17580.69,17785.6,17733.01,13982.6,13798.25,10699.72,14338.46,11058.98,13646.15,12500.17,13362.73,7307.582,10022.62,13297.81,12145.54,12835.93,12021.81,13677.56,14161.74,12061.64,13595.82,4509.069,9814.589,14929.76,10009.36,7281.282,677.3051,13511.77,5587.204,12729.58,7508.497,13506.3,18517.37,15024.69,13808.14,13802.45,10067.5,15505.98,12456.66,13553.02,12297.25,15445.57,13705.24,12956.89,13816.55,10810.48,9714.763,5.0603,13757.95,17826.43,14656.35,13548.12,7527.905,15177.88,17110.0,12761.91,15316.44,7508.497,7711.036,16771.72,17436.55,17997.6,11196.33,13284.67,12372.11,9243.908,978.4944,5735.807,11953.39,10316.0,11990.63,12541.29,5541.873,4052.838,3250.391,12842.37,5755.604,14926.96,14474.25,12579.28,13311.99,11836.73,15684.75,13050.81,14823.79,17428.16,7498.092,2230.805,18222.39,10860.71,13956.38,13933.85,13548.12,14823.79,18126.88,14677.81,13372.36,13674.67,12258.55,15301.87,12918.39,13468.19,16635.53,18171.85,7749.514,10579.26,11476.34,7307.582,3481.233,13867.22,14752.42,13430.44,1954.925,14722.66,15364.89,12594.82,14300.23,11523.39,10481.29,13811.45,13297.64,7174.036,2789.623,2332.51,13671.25,15943.48,15890.58,15554.45
MKD,4198.337,5719.467,155.9628,1642.107,3601.211,11787.62,1936.723,8207.319,15592.61,799.0887,2376.292,5111.275,1634.022,4381.742,3990.167,6574.948,168.0973,3187.291,8858.244,322.8538,1392.291,10322.06,11206.64,10099.6,8314.218,9938.213,6279.136,7443.334,4196.27,7663.844,1240.798,12588.28,7531.092,4798.88,4359.908,5184.311,5184.311,10209.72,6375.972,5245.737,10527.62,9386.449,1282.659,1051.492,1521.612,3985.176,8301.409,1651.324,8752.754,1684.605,10856.93,1592.655,3405.346,2108.379,1951.641,4042.723,2032.59,16595.22,1672.04,13043.99,4787.015,1948.1,1929.842,4590.72,5120.725,4850.305,4913.828,4439.803,485.2823,8563.639,10656.45,8657.045,10452.68,610.8091,8952.266,641.169,10085.38,5181.757,2407.447,2676.817,2232.082,3686.858,1613.234,742.0995,9347.627,1700.334,9352.046,4460.398,5059.623,4290.243,8619.407,14428.11,8268.8,8409.194,2765.559,7972.507,1525.442,5084.811,1267.143,8360.754,1240.798,6917.349,7961.5,1439.533,1454.307,1674.47,2621.993,1672.04,806.5962,7284.481,6641.559,10878.43,13757.95,60.3129,4331.032,905.4888,324.8798,6406.233,7650.645,4420.774,7849.104,6356.61,7972.507,8976.374,7200.277,3679.056,4337.418,10537.0,1694.944,2124.664,5905.164,14267.51,17861.73,3988.871,4564.755,10243.71,11614.27,9696.854,11319.1,13636.63,1141.357,8218.569,2606.129,11033.35,3324.859,463.1714,1927.484,4966.026,3023.155,3129.088,4812.491,9291.825,14604.37,5047.191,10632.38,762.0729,5046.97,324.8798,3129.088,4882.029,8481.485,764.715,717.5879,1943.276,7670.205,6226.313,1609.493,3379.502,4455.883,8099.388,3987.16,3155.986,10085.38,17235.95,8650.153,1123.945,632.6324,15712.8,5731.372,4769.688,1165.076,11644.69,7509.486,3920.355,8440.282,9099.995,8022.566,15892.73,15787.74,3676.818,8456.873,6434.03,6731.982
MLI,8056.615,3352.429,4178.792,3444.35,6661.39,7493.104,5949.743,5796.132,16866.65,4552.871,6398.833,4492.959,4392.599,1346.579,687.3596,10282.27,4494.693,6282.581,7360.747,4292.104,5540.518,8643.993,7372.72,5824.374,5592.066,13428.65,10112.93,5558.012,3066.396,7554.844,4079.109,8390.205,11841.6,926.861,2359.123,3182.654,3182.654,7417.815,6274.671,1695.378,8279.346,7893.291,4842.612,4639.915,4524.183,5556.316,5760.834,5105.362,6627.745,2904.52,7909.313,4472.684,5060.63,3116.63,5862.555,5126.837,5931.557,19116.61,4139.756,17375.02,2357.095,4379.194,6022.371,1161.303,914.3767,943.7722,838.5174,2096.482,4218.957,5833.152,8875.285,5536.217,8537.811,4323.516,6895.612,4620.414,12846.53,8884.225,4528.775,6446.11,5771.288,5832.153,4858.834,3809.006,7371.763,4960.677,13672.71,8648.104,5187.163,8461.341,12147.29,18465.1,5889.057,12736.69,6045.765,11688.01,4982.281,768.1956,3098.402,5729.618,4079.109,9616.553,6028.201,5501.815,4309.688,5632.552,2380.86,4139.756,5133.908,7024.337,8988.311,9673.086,17826.43,4331.032,418.8606,3431.774,4484.528,10733.85,6146.695,1051.403,8044.196,5480.257,11688.01,12068.18,4781.299,1095.425,1433.933,8476.953,4564.502,5480.371,9683.875,18570.86,16505.05,7092.848,8425.645,7806.948,8108.13,13640.63,15323.53,17292.63,5108.826,12547.46,2903.423,6843.053,6370.246,4793.563,6188.962,4506.961,5887.468,4378.991,1046.888,12350.7,18668.82,742.3722,8751.621,3993.468,5992.377,4484.528,4378.991,2134.811,5237.803,4585.431,4276.956,5624.358,6062.25,7274.188,5042.621,2496.208,1253.911,11617.81,8003.541,7088.333,12846.53,18381.6,5830.074,3245.104,4777.553,19121.51,5662.584,4681.424,5457.104,7337.575,7086.209,8026.377,5765.272,6417.482,11890.65,19341.54,19904.45,5633.358,5894.566,5073.604,5468.458
MLT,4906.982,4980.603,759.1236,1340.487,4011.032,10906.92,2656.562,7701.25,16101.02,1379.07,3113.292,4633.479,1851.035,3504.988,3085.999,7272.355,1065.425,3584.383,8571.768,946.8785,2236.243,10048.05,10449.94,9223.423,7747.709,10628.28,7009.323,6855.681,3532.711,7636.041,1363.745,11741.27,8417.788,3897.312,3580.575,4467.404,4467.404,9678.77,6094.379,4437.798,10129.43,9120.789,1703.866,1580.469,1833.687,3947.198,7771.718,2204.997,8325.558,1038.21,10305.6,1688.249,3329.456,1670.797,2719.935,3871.321,2799.607,17499.35,1752.693,13943.84,3988.271,2092.273,2689.987,3700.928,4239.206,3990.619,4041.206,3626.436,850.6025,8002.666,10370.25,8018.361,10128.79,1108.396,8546.669,1343.903,10615.98,5856.019,2525.637,3311.587,2742.872,3978.502,1911.07,688.7803,8973.178,2020.224,10256.82,5292.074,4740.963,5114.49,9298.441,15328.49,7771.311,9305.214,3204.719,8690.006,1923.859,4182.031,375.7234,7814.274,1363.745,7349.384,7384.176,2248.596,1669.155,2449.608,1957.426,1752.693,1712.083,7015.445,6972.285,10733.58,14656.35,905.4888,3431.774,6.6862,1114.831,7302.21,7142.197,3587.501,7707.708,5909.619,8690.006,9557.182,6512.906,2783.383,3466.954,10182.44,1981.948,2686.866,6614.2,15172.04,18117.87,4433.512,5280.437,9794.062,10943.57,10487.8,12136.25,14424.06,1889.904,9115.709,2112.431,10183.78,3712.784,1364.676,2819.734,4509.362,3322.42,2885.087,3964.138,9871.576,15466.31,4153.922,10322.33,912.6896,4927.386,1114.831,2885.087,4054.909,7814.028,1382.29,1131.545,2620.794,7142.689,6206.527,2006.835,2641.888,3572.749,8768.3,4749.883,3872.124,10615.98,18137.23,8073.062,400.532,1377.856,16610.05,5417.332,4376.728,2062.274,10758.94,7403.357,4716.46,7887.167,8564.157,8780.34,16756.06,16683.73,3726.291,7783.145,5897.263,6228.657
MNE,4258.76,6017.293,393.4831,1547.884,3799.896,11891.46,2027.757,8086.51,15688.82,491.769,2443.977,5435.824,1374.921,4619.414,4185.92,6627.005,329.8515,3395.083,8658.867,196.5349,1123.343,10113.87,11199.75,10200.5,8218.109,9981.169,6313.039,7764.126,4505.805,7402.332,1037.938,12649.38,7419.217,5002.415,4645.17,5486.24,5486.24,10090.99,6693.943,5296.776,10357.81,9179.062,1533.35,742.4153,1242.842,4282.353,8189.769,1328.871,8599.878,1716.349,10744.25,1896.003,3710.366,2034.896,1648.055,4355.432,1728.992,16423.03,1449.718,12895.36,5066.562,1696.278,1992.992,4814.904,5241.179,4946.977,5024.069,4713.442,806.8219,8464.089,10450.68,8592.849,10258.98,370.6908,8790.975,317.1298,10203.25,5254.434,2150.128,2797.908,2417.808,3382.522,1881.002,725.4269,9174.207,1960.184,9188.286,4427.001,5381.312,4265.035,8673.197,14222.24,8144.329,8277.388,2965.932,8006.975,1771.23,5246.386,1489.725,8255.864,1037.938,7085.831,8283.222,1149.012,1204.959,1371.568,2622.986,1449.718,688.4233,7600.477,6844.519,10634.26,13548.12,324.8798,4484.528,1114.831,120.227,6278.305,7975.125,4496.283,8150.156,6681.465,8006.975,9076.96,7509.525,3895.527,4580.214,10352.67,1415.962,1800.297,5953.805,14099.23,18002.01,4171.733,4617.9,10093.19,11555.25,9677.129,11274.32,13605.84,826.2854,8084.41,2535.624,11101.26,3533.785,447.2366,1714.992,5290.826,3261.432,3449.879,4898.583,9391.66,14507.98,5185.954,10433.8,644.3141,5351.106,120.227,3449.879,5150.383,8432.499,450.2972,488.0359,1622.011,7994.185,6512.525,1852.285,3673.534,4687.575,8160.602,4014.122,3223.376,10203.25,17028.68,8557.292,1240.114,807.4511,15499.48,6052.165,5094.179,972.643,11756.73,7266.376,3922.494,8337.874,8987.62,8031.537,15788.49,15641.0,3962.186,8769.075,6757.276,7056.402
MNG,3443.545,11014.06,6559.96,7598.026,5255.396,18125.58,4924.905,12708.61,10114.63,6308.009,4522.471,9373.591,6798.823,10543.08,10333.97,3063.084,6241.183,5403.857,11900.0,6474.347,5316.805,12620.17,16509.63,16451.32,13113.47,4844.179,2708.448,11397.89,9524.63,9826.038,6916.981,18417.92,1172.047,11101.16,10096.96,10488.16,10488.16,14183.88,9108.994,11487.66,13501.64,12075.38,6050.101,6295.875,6613.546,7111.563,12903.3,6036.328,12636.03,7965.293,14703.29,6561.703,7121.634,8063.195,5200.07,7638.576,5155.067,10203.72,7053.423,6643.099,10540.18,6980.086,4814.342,10813.79,11519.16,11217.95,11301.67,10306.21,6529.9,13264.74,12862.79,13774.63,12994.46,6495.358,12637.59,6193.408,6013.877,3328.61,7125.949,4688.8,5361.125,6791.995,6159.402,6987.772,12693.83,6083.297,3018.842,2371.558,8652.989,2562.361,4046.109,8157.376,12705.07,2003.103,5371.958,3351.879,5982.09,11478.57,7638.913,13037.72,6916.981,5227.907,11665.17,5400.041,6793.377,5352.423,8786.203,7053.423,5609.264,9484.938,5816.043,12104.09,7527.905,6406.233,10733.85,7302.21,6278.305,470.6091,11051.99,10747.33,9030.764,9949.365,3351.879,5007.076,11841.41,9970.302,10470.3,13229.72,6659.134,5863.597,2919.777,7887.282,12213.02,5014.695,3217.979,13675.43,16032.68,3925.72,5214.53,7515.946,5782.74,1813.838,8504.232,17171.09,5408.323,5943.086,4632.875,9198.599,5807.424,7577.165,11159.77,5196.542,8239.214,11453.42,12999.16,6837.925,7764.912,6278.305,7577.165,10755.47,13798.02,6263.582,6566.015,5542.593,11177.97,7689.24,5947.69,9154.444,10646.78,3848.093,3211.653,4031.693,6013.877,10891.05,13418.71,7512.813,5969.189,9432.268,8956.542,8824.388,5313.104,18019.18,10166.81,3041.947,13131.74,13495.91,2993.437,9511.839,9382.194,6720.909,12631.84,10464.66,10469.12
MOZ,7760.658,2794.277,7605.371,8261.125,6084.785,8503.743,7465.288,11269.44,10738.99,8413.984,7597.071,2539.452,8987.062,4850.324,5650.371,8320.562,7698.018,6120.75,13086.66,7905.494,8897.043,13937.59,10249.31,7878.605,10866.64,9499.382,8537.949,683.9498,3698.751,13696.58,8500.383,9571.246,11347.11,5265.005,4021.399,3045.332,3045.332,12007.27,1946.945,7585.961,13159.24,13514.25,6802.715,8654.025,8975.49,4334.95,11142.07,9282.415,12104.38,7645.975,12105.04,6236.229,4647.022,8288.236,9530.399,3955.594,9607.886,13889.75,8855.655,13908.85,3845.678,9198.161,7637.796,4986.486,6548.676,6904.285,6707.218,4184.731,7179.163,11026.84,14006.97,10420.71,13655.63,8162.543,12356.46,8288.68,8136.164,7723.632,9589.331,7140.394,6718.12,11084.82,6465.073,7829.499,12773.22,6455.885,13143.46,8939.673,2784.738,8789.78,8866.874,15004.27,11362.09,12104.01,6371.095,9014.243,6666.532,5901.572,6851.225,11043.67,8500.383,6282.383,625.8596,9003.249,8808.706,9263.02,7869.63,8855.655,8129.885,1724.365,5537.245,15053.06,15177.88,7650.645,6146.695,7142.197,7975.125,11051.99,336.7518,7188.508,2627.201,1341.776,9014.243,8100.172,1614.799,5499.0,4786.563,13477.33,9123.539,9765.214,8217.305,14315.53,11319.57,6190.626,7900.479,12655.11,11324.34,10565.69,11560.9,11932.69,8778.391,12057.44,8408.654,8841.872,6053.238,7861.247,9107.99,2688.428,5836.487,4620.774,7053.584,8214.728,13109.7,6269.239,13831.58,8047.219,3405.839,7975.125,4620.774,4023.832,10085.05,8393.578,8222.766,9587.224,150.5023,3403.092,6630.364,4652.676,4916.219,8573.696,8121.447,7606.793,8136.164,13990.9,10938.21,7372.071,7466.486,14765.84,2243.914,2927.169,8503.888,8295.354,13211.03,8382.563,11030.32,11474.17,9478.27,13205.97,13777.78,4773.828,1622.096,1251.735,918.9436
MRT,8455.042,4395.738,4264.968,3173.049,7257.155,7401.539,6235.412,4853.418,17865.14,4439.778,6692.925,5511.843,4057.333,2394.426,1665.484,10780.71,4588.817,6852.249,6345.309,4300.045,5434.137,7667.802,6897.057,5711.193,4701.823,14068.75,10554.83,6588.769,4062.416,6509.204,3852.972,8167.553,11903.59,1930.722,3389.736,4233.699,4233.699,6592.511,7301.562,880.5035,7371.347,6886.011,5197.604,4465.213,4221.304,6376.028,4839.636,4817.089,5663.709,2786.953,7132.792,4939.911,5833.466,2742.221,5632.65,5993.222,5691.615,18512.97,3794.96,17172.54,3407.877,3963.592,6276.352,2209.82,961.2619,526.3593,700.1569,3137.764,4433.422,4951.932,7915.326,4744.658,7587.561,4254.871,5928.681,4556.213,13684.45,9359.748,4005.086,6836.578,6200.922,5139.853,5291.454,3774.411,6404.926,5400.281,13519.62,8874.315,6169.442,8699.244,12747.8,17641.43,4943.803,12726.14,6558.103,12205.34,5376.628,1431.19,3326.572,4824.8,3852.972,10389.31,7047.678,5360.812,4020.178,5439.73,1986.46,3794.96,5181.438,8067.528,9812.788,8669.876,17110.0,4420.774,1051.403,3587.501,4496.283,10747.33,7188.508,381.8563,9079.689,6527.952,12205.34,12805.88,5786.247,1998.579,2478.278,7545.025,4219.005,5116.625,10143.3,18047.94,16956.9,7695.793,8829.646,6919.775,7503.793,14065.96,15723.4,17969.76,4972.177,12529.58,2384.589,6612.797,6955.994,4875.021,6115.446,5514.637,6487.874,5159.945,422.2215,13103.87,18971.61,1112.554,7801.426,3912.015,6919.451,4496.283,5159.945,3185.258,4475.431,4483.786,4181.644,5339.102,7100.612,8230.991,5448.369,3386.287,2304.927,12211.87,8329.439,7436.446,13684.45,17836.82,4968.752,3297.487,4963.357,18073.41,6675.072,5663.852,5444.622,7275.055,6036.351,8303.74,4870.371,5542.594,12339.04,19579.91,19076.94,6394.307,6850.594,6124.958,6519.697
MUS,6210.945,4915.372,7871.458,9030.344,4978.871,10927.78,6850.985,13662.26,9105.979,8641.501,6783.436,3583.502,9453.362,6701.087,7417.873,6044.852,7823.446,5213.592,15382.36,8163.728,8725.25,16471.69,12829.35,10479.45,13318.15,6872.848,6344.354,3281.017,5052.41,15270.32,8996.162,11916.06,9054.787,7296.389,5689.973,4907.542,4907.542,14619.95,1791.539,9677.821,15762.52,15886.75,6664.209,8892.55,9364.408,3869.179,13566.45,9440.806,14517.67,8539.495,14731.94,6256.569,4444.99,9246.002,9346.841,3841.058,9408.393,12304.25,9422.744,11400.93,5713.486,9744.353,7010.559,6931.289,8665.624,8933.755,8762.873,5947.822,7374.116,13506.93,16587.34,12953.33,16229.59,8453.452,14782.99,8455.104,5537.599,5828.435,10199.39,6247.064,6114.136,11532.52,6299.917,8313.152,15235.08,6239.668,10643.99,7333.565,3077.555,7234.89,6280.132,12742.68,13757.5,9691.986,5602.847,6504.108,6450.539,8024.15,7545.616,13488.05,8996.162,3883.37,3189.56,8875.957,9266.33,9131.389,9096.822,9422.744,8009.759,1058.797,3222.059,17590.84,12761.91,7849.104,8044.196,7707.708,8150.156,9030.764,2627.201,9079.689,17.0091,2609.594,6504.108,5478.541,4183.496,7130.484,6610.806,16069.69,9536.271,9863.321,6111.776,12019.08,10446.64,4874.6,6217.038,15252.09,13897.23,7948.09,8955.418,9614.307,8801.968,9678.989,9540.073,11392.12,5095.89,7864.84,8654.018,3606.523,5121.703,4822.656,9064.877,5587.708,10931.4,8375.2,16418.13,8481.106,2804.291,8150.156,4822.656,5974.603,12613.98,8599.921,8549.765,9548.833,2776.63,1742.821,6382.372,5883.843,6803.802,6031.729,6650.771,6468.999,5537.599,12681.04,13438.11,8053.869,7422.923,12900.14,2460.431,3546.463,8291.761,10730.37,14928.16,6943.749,13489.73,14002.33,6979.507,11381.57,11907.7,4216.128,4130.892,3137.157,2792.647
MWI,6565.831,2314.207,6321.25,7100.229,4827.794,9345.976,6127.386,11057.18,11533.4,7133.681,6271.172,1279.164,7760.549,4134.003,4887.234,7442.796,6394.343,4827.041,12777.08,6623.936,7571.855,13892.99,10813.84,8444.919,10728.21,9198.487,7596.844,1457.969,2643.519,12944.85,7273.356,10458.4,10394.82,4696.99,3161.213,2309.266,2309.266,12178.72,1056.905,7081.418,13273.86,13277.21,5466.867,7378.479,7732.286,3026.184,10967.58,8001.113,11913.08,6512.002,12416.8,4906.748,3308.405,7186.515,8208.521,2620.965,8285.102,14756.1,7650.657,13914.16,3127.52,7993.257,6299.712,4344.325,6061.551,6344.973,6168.116,3393.405,5878.926,10927.06,14045.54,10411.21,13686.64,6889.832,12179.7,6997.343,8013.892,6653.143,8406.289,5827.589,5383.859,9884.74,5126.329,6589.733,12637.62,5115.474,12345.96,7733.633,1450.175,7572.686,8343.099,15345.55,11152.53,11233.9,5054.501,8346.098,5326.802,5417.474,5645.022,10894.9,7273.356,5591.905,1828.721,7682.827,7577.717,7944.129,6861.103,7650.657,6803.772,1558.547,4820.094,14999.55,15316.44,6356.61,5480.257,5909.619,6681.465,9949.365,1341.776,6527.952,2609.594,129.4684,8346.098,7725.643,2006.927,4647.636,4049.839,13554.35,7887.344,8479.884,7233.993,14620.35,12441.66,4979.074,6743.58,12759.81,11875.83,10107.59,11359.36,12220.75,7472.656,11156.64,7371.304,9504.722,4769.203,6544.716,7767.932,1401.401,4522.324,3288.215,6480.823,7900.075,13539.66,5771.326,13887.46,6800.185,2188.637,6681.465,3288.215,3376.767,10072.18,7109.609,6957.325,8281.345,1404.513,2591.992,5289.664,3574.372,4228.482,7967.801,6896.526,6321.999,8013.892,14998.53,10868.8,6171.994,6141.977,15465.58,993.5634,1597.372,7173.136,9131.637,12519.82,7144.317,10901.57,11446.21,8780.87,13915.97,14462.77,3463.718,2708.201,620.2989,522.3671
