   Serbia*,99 269,870 980,977 873,854 848,826 275,807 441,823 011,46 712,390 134,437 602,383 088,364 757,355 180,362 493,52 557,480 846,540 271,471 760,461 518,452 261,460 518
   Slovenia,178 077,174 419,214 508,217 218,253 786,237 616,277 964,89 514,90 255,114 772,116 741,145 138,134 460,162 815,88 563,84 164,99 736,100 477,108 648,103 156,115 149
   Spain*,821 605,1 020 067,1 657 285,4 107 226,6 280 062,5 891 208,6 842 202,390 448,499 114,838 058,2 140 680,3 238 234,2 884 000,3 272 773,431 157,520 953,819 227,1 966 546,3 041 828,3 007 208,3 569 429
   Austria,793 239,894 893,996 547,1 127 164,1 274 901,1 483 123,1 738 183,368 287,423 302,478 318,538 924,607 191,714 537,848 395,424 952,471 591,518 229,588 240,667 710,768 586,889 788
   Belgium,1 280 583,1 288 003,1 268 368,1 248 733,1 503 806,1 783 488,2 005 479,654 543,651 788,636 275,620 924,726 881,869 989,984 117,626 040,636 215,632 093,627 809,776 925,913 499,1 021 362
   France*,5 897 267,6 087 993,6 278 718,6 737 600,7 309 986,7 878 338,8 524 876,2 999 376,3 046 083,3 092 789,3 300 859,3 554 527,3 808 573,4 130 737,2 897 891,3 041 910,3 185 929,3 436 741,3 755 459,4 069 765,4 394 139
   Germany,5 936 181,7 464 406,8 992 631,9 402 447,9 812 263,10 220 418,15 762 457,3 293 128,3 898 397,4 503 666,4 676 178,4 848 689,5 037 961,7 891 635,2 643 053,3 566 009,4 488 965,4 726 269,4 963 574,5 182 457,7 870 822
   Liechtenstein,10 906,13 311,15 483,18 898,22 342,23 799,25 877,5 956,7 068,7 980,9 434,10 867,11 605,12 619,4 950,6 243,7 503,9 464,11 475,12 194,13 258
   Luxembourg,113 795,126 106,139 750,150 618,163 142,248 888,298 062,56 062,62 292,69 286,74 951,81 420,126 129,151 653,57 733,63 814,70 464,75 667,81 722,122 759,146 409
   Monaco,20 359,21 060,21 787,21 312,21 132,25 983,26 601,9 471,9 955,10 458,10 322,10 325,12 599,12 897,10 888,11 105,11 329,10 990,10 807,13 384,13 704
   Netherlands*,1 182 263,1 346 164,1 556 337,1 736 127,1 832 510,1 996 318,2 358 333,592 343,668 236,765 302,843 444,881 264,952 313,1 134 404,589 920,677 928,791 035,892 683,951 246,1 044 005,1 223 929
   Switzerland,1 392 282,1 478 829,1 570 756,1 805 437,2 075 182,2 258 196,2 491 249,701 110,769 043,841 855,922 387,1 005 381,1 103 416,1 222 202,691 172,709 786,728 901,883 050,1 069 801,1 154 780,1 269 047
   Anguilla*,2 570,3 317,4 063,4 684,5 103,5 471,5 715,1 258,1 584,1 910,2 210,2 415,2 594,2 706,1 312,1 733,2 153,2 474,2 688,2 877,3 009
   Antigua and Barbuda,12 029,17 550,23 071,24 741,26 412,28 082,29 386,5 775,8 046,10 316,11 052,11 788,12 524,13 120,6 254,9 504,12 755,13 689,14 624,15 558,16 266
   Aruba*,14 444,22 274,30 104,32 540,34 328,36 114,53 593,6 429,9 974,13 519,14 559,15 312,16 108,24 307,8 015,12 300,16 585,17 981,19 016,20 006,29 286
   Bahamas,26 855,31 654,36 454,45 531,54 745,59 241,63 583,13 827,16 620,19 414,23 613,27 883,29 963,32 161,13 028,15 034,17 040,21 918,26 862,29 278,31 422
   Barbados,24 024,26 224,28 424,30 624,32 825,34 475,34 869,10 065,11 235,12 405,13 575,14 746,15 488,15 668,13 959,14 989,16 019,17 049,18 079,18 987,19 201
"   Bonaire, Sint Eustatius and Saba*",13 010,15 101,14 387,14 399,20 941,24 571,26 221,..,..,..,..,..,..,..,..,..,..,..,..,..,..
   British Virgin Islands*,8 035,10 046,12 958,15 016,17 076,19 535,22 164,4 126,5 034,6 386,7 401,8 295,9 413,10 681,3 909,5 012,6 572,7 615,8 781,10 122,11 483
   Cayman Islands*,9 315,12 666,19 176,20 679,24 062,26 193,29 242,4 587,6 339,9 671,10 515,12 310,13 406,15 017,4 728,6 327,9 505,10 164,11 752,12 787,14 225
   Cuba,34 555,26 187,18 545,11 693,7 373,4 649,3 024,17 278,12 559,8 212,5 152,3 232,2 027,1 312,17 277,13 628,10 333,6 541,4 141,2 622,1 712
   Cura‡ao*,..,..,..,..,34 630,37 611,57 210,..,..,..,..,14 196,15 467,24 958,..,..,..,..,20 434,22 144,32 252
   Dominica,2 519,3 121,3 723,4 744,8 110,8 093,8 284,1 309,1 623,1 955,2 491,4 200,4 215,4 314,1 210,1 498,1 768,2 253,3 910,3 878,3 970
   Dominican Republic,291 151,323 381,355 611,375 417,395 479,549 289,603 794,181 677,198 842,216 008,227 826,239 808,353 448,382 542,109 474,124 539,139 603,147 591,155 671,195 841,221 252
   Grenada,4 263,5 544,6 825,6 902,6 980,7 057,7 213,2 106,2 746,3 386,3 424,3 463,3 502,3 292,2 157,2 798,3 439,3 478,3 517,3 555,3 921
   Guadeloupe*,65 944,74 566,83 188,89 065,94 942,90 956,90 206,32 718,36 248,39 778,41 273,42 768,38 680,37 914,33 226,38 318,43 410,47 792,52 174,52 276,52 292
   Haiti,19 084,18 129,17 222,16 360,17 182,18 047,18 884,10 606,10 076,9 572,9 093,9 552,10 036,10 499,8 478,8 053,7 650,7 267,7 630,8 011,8 385
   Jamaica,20 475,22 713,24 952,24 284,23 677,23 165,23 629,9 981,11 242,12 503,12 248,12 024,11 765,12 008,10 494,11 471,12 449,12 036,11 653,11 400,11 621
   Martinique*,38 705,46 599,54 492,57 034,59 575,69 174,68 624,19 091,22 271,25 451,25 891,26 330,29 432,29 199,19 614,24 328,29 041,31 143,33 245,39 742,39 425
   Montserrat*,2 013,1 612,1 211,1 244,1 291,1 351,1 379,1 029,825,622,639,664,696,711,984,787,589,605,627,655,668
   Puerto Rico*,321 909,338 067,355 038,352 144,304 969,280 494,247 132,153 354,160 739,168 480,166 780,142 939,130 916,114 868,168 555,177 328,186 558,185 364,162 030,149 578,132 264
   Saint Kitts and Nevis,3 210,4 248,5 871,6 682,7 245,7 443,7 725,1 642,2 196,3 068,3 501,3 806,3 916,4 066,1 568,2 052,2 803,3 181,3 439,3 527,3 659
   Saint Lucia,5 305,7 155,9 871,9 839,9 050,8 673,8 338,2 618,3 563,4 960,4 841,4 377,4 179,4 004,2 687,3 592,4 911,4 998,4 673,4 494,4 334
   Saint Vincent and the Grenadines,3 970,4 135,4 307,4 436,4 569,4 637,4 738,1 928,2 011,2 099,2 198,2 302,2 355,2 443,2 042,2 124,2 208,2 238,2 267,2 282,2 295
   Sint Maarten (Dutch part)*,..,..,..,13 099,26 203,27 295,28 845,..,..,..,6 285,12 570,13 077,13 822,..,..,..,6 814,13 633,14 218,15 023
   Trinidad and Tobago,50 666,45 994,41 753,44 812,48 226,50 021,78 849,23 528,21 303,19 288,20 647,23 152,24 464,39 179,27 138,24 691,22 465,24 165,25 074,25 557,39 670
   Turks and Caicos Islands*,5 062,7 039,9 015,13 115,17 216,22 723,25 748,2 620,3 643,4 665,6 787,8 907,11 759,13 325,2 442,3 396,4 350,6 328,8 309,10 964,12 423
   United States Virgin Islands*,51 970,54 241,56 611,56 647,56 684,56 721,56 753,24 824,25 760,26 730,26 726,26 722,26 728,26 744,27 146,28 481,29 881,29 921,29 962,29 993,30 009
   Belize, 30 404,33 446,36 488,41 438,46 390,54 615,62 043,16 393,17 512,18 631,21 052,23 475,27 473,31 210,14 011,15 934,17 857,20 386,22 915,27 142,30 833
   Costa Rica,417 628,364 287,310 946,358 398,405 779,411 697,520 729,212 173,184 485,156 798,176 445,196 055,197 613,263 636,205 455,179 802,154 148,181 953,209 724,214 084,257 093
   El Salvador,47 360,39 537,31 713,36 029,40 342,42 059,42 767,22 218,18 564,14 909,17 034,19 157,20 006,20 344,25 142,20 973,16 804,18 995,21 185,22 053,22 423
   Guatemala,264 257,156 188,48 119,57 214,66 386,74 852,84 311,112 615,66 913,21 211,26 048,30 919,35 728,39 916,151 642,89 275,26 908,31 166,35 467,39 124,44 395
   Honduras,270 423,149 442,28 461,27 934,27 288,38 330,39 195,137 573,76 077,14 581,14 476,14 306,20 123,20 575,132 850,73 365,13 880,13 458,12 982,18 207,18 620
   Mexico,695 674,458 549,538 051,712 648,969 710,1 013 691,1 197 624,348 353,229 589,270 896,359 724,490 779,508 232,601 509,347 321,228 960,267 155,352 924,478 931,505 459,596 115
   Nicaragua,41 421,26 619,30 389,34 919,37 345,40 261,42 167,20 860,13 364,15 423,17 774,19 135,20 723,21 683,20 561,13 255,14 966,17 145,18 210,19 538,20 484
   Panama,62 744,70 848,83 410,109 461,157 788,184 710,313 165,33 148,36 740,42 437,55 632,81 203,94 841,167 057,29 596,34 108,40 973,53 829,76 585,89 869,146 108
   Argentina,1 649 919,1 595 069,1 540 219,1 674 163,1 805 957,2 086 301,2 281 728,788 130,753 027,717 924,775 308,831 696,960 310,1 062 533,861 789,842 042,822 295,898 855,974 261,1 125 991,1 219 195
   Bolivia (Plurinational State of),73 758,83 598,92 658,107 745,122 846,143 008,164 121,37 549,42 806,47 665,56 019,64 380,74 949,85 961,36 209,40 792,44 993,51 726,58 466,68 059,78 160
   Brazil,798 517,741 557,684 596,638 582,592 640,710 304,1 079 708,426 147,396 152,366 156,343 019,319 921,383 457,582 881,372 370,345 405,318 440,295 563,272 719,326 847,496 827
   Chile,107 501,142 417,177 332,276 360,375 388,639 724,1 645 015,54 547,69 632,84 717,131 414,178 111,319 714,830 073,52 954,72 785,92 615,144 946,197 277,320 010,814 942
   Colombia,104 277,106 943,109 609,106 523,130 309,159 407,1 905 393,53 109,54 666,56 223,54 938,68 391,85 158,953 735,51 168,52 277,53 386,51 585,61 918,74 249,951 658
   Ecuador,78 663,115 093,151 523,189 893,375 253,387 513,784 787,38 531,57 879,77 227,97 472,193 497,200 352,406 860,40 132,57 214,74 296,92 421,181 756,187 161,377 927
   Falkland Islands (Malvinas)*,855,868,1 067,1 166,1 436,1 571,1 957,488,510,636,675,807,873,1 089,367,358,431,491,629,698,868
   French Guiana*,63 612,70 131,76 649,86 468,96 288,106 108,119 249,34 843,36 869,38 895,42 729,46 564,50 399,56 642,28 769,33 262,37 754,43 739,49 724,55 709,62 607
   Guyana,4 095,6 352,8 610,10 868,8 182,8 661,31 169,2 200,3 405,4 611,5 817,4 530,4 794,14 497,1 895,2 947,3 999,5 051,3 652,3 867,16 672
   Paraguay,195 884,186 570,176 608,168 243,160 299,156 462,169 567,102 816,97 869,92 052,87 698,83 394,81 303,88 311,93 068,88 701,84 556,80 545,76 905,75 159,81 256
   Peru,56 688,56 732,66 300,77 877,104 706,154 774,1 224 519,28 376,28 062,32 839,38 959,56 097,91 090,642 404,28 312,28 670,33 461,38 918,48 609,63 684,582 115
   Suriname,18 083,22 320,27 506,33 662,39 713,43 127,47 801,9 767,12 091,14 938,18 338,21 658,23 544,26 271,8 316,10 229,12 568,15 324,18 055,19 583,21 530
   Uruguay,98 116,93 428,88 874,82 317,76 303,78 799,108 267,45 830,43 427,41 095,37 658,34 535,35 642,50 937,52 286,50 001,47 779,44 659,41 768,43 157,57 330
   Venezuela (Bolivarian Republic of),1 025 009,1 019 996,1 013 738,1 076 474,1 347 347,1 404 448,1 324 193,517 579,513 473,508 682,538 197,676 261,703 458,652 823,507 430,506 523,505 056,538 277,671 086,700 990,671 370
   Bermuda*,15 683,16 676,17 684,18 108,18 547,19 212,19 739,7 557,8 044,8 540,8 783,9 035,9 421,9 724,8 126,8 632,9 144,9 325,9 512,9 791,10 015
   Canada,4 333 318,4 864 778,5 511 914,6 078 985,6 761 226,7 428 657,8 049 323,2 109 652,2 356 105,2 659 135,2 915 838,3 236 539,3 533 164,3 828 361,2 223 666,2 508 673,2 852 779,3 163 147,3 524 687,3 895 493,4 220 962
   Greenland*,9 282,7 121,6 601,6 556,6 091,6 009,5 899,6 472,4 875,4 616,4 461,4 119,3 951,3 822,2 810,2 246,1 985,2 095,1 972,2 058,2 077
   Saint Pierre and Miquelon*,1 099,1 320,1 458,1 147,1 017,986,998,560,682,756,597,531,516,523,539,638,702,550,486,470,475
   United States of America*,23 251 026,28 451 053,34 814 053,39 258 293,44 183 643,48 178 877,50 632 836,11 372 985,14 032 159,17 310 785,19 614 878,21 694 169,23 446 873,24 478 996,11 878 041,14 418 894,17 503 268,19 643 415,22 489 474,24 732 004,26 153 840
   Australia*,3 955 213,4 153 330,4 386 250,4 878 030,5 882 980,6 729 730,7 685 860,2 013 196,2 093 280,2 189 900,2 419 190,2 922 030,3 343 330,3 812 187,1 942 017,2 060 050,2 196 350,2 458 840,2 960 950,3 386 400,3 873 673
   New Zealand*,518 047,588 617,678 813,839 952,947 443,1 039 736,1 381 724,258 223,289 230,329 927,407 690,459 047,502 787,668 164,259 824,299 387,348 886,432 262,488 396,536 949,713 560
   Fiji,13 283,13 001,12 719,12 434,13 357,13 751,14 087,6 847,6 726,6 601,6 563,7 143,7 421,7 601,6 436,6 275,6 118,5 871,6 214,6 330,6 486
   New Caledonia*,37 673,43 662,49 651,55 405,61 158,68 881,73 141,20 885,23 908,26 932,29 909,32 886,36 181,38 284,16 788,19 754,22 719,25 496,28 272,32 700,34 857
   Papua New Guinea,33 710,33 526,26 304,29 971,30 425,30 940,31 068,19 362,19 832,15 874,17 851,18 466,18 734,18 895,14 348,13 694,10 430,12 120,11 959,12 206,12 173
   Solomon Islands,4 226,4 178,3 981,3 271,2 760,2 585,2 520,2 349,2 328,2 224,1 830,1 546,1 450,1 415,1 877,1 850,1 757,1 441,1 214,1 135,1 105
   Vanuatu,2 308,2 461,2 626,2 800,2 991,3 186,3 257,1 269,1 295,1 320,1 398,1 487,1 583,1 619,1 039,1 166,1 306,1 402,1 504,1 603,1 638
   Guam*,69 755,71 912,74 070,74 743,75 416,76 089,80 472,39 364,38 822,38 280,38 602,38 924,39 246,41 508,30 391,33 090,35 790,36 141,36 492,36 843,38 964
   Kiribati,2 162,2 223,2 283,2 487,2 868,2 919,3 126,1 107,1 139,1 188,1 312,1 512,1 539,1 650,1 055,1 084,1 095,1 175,1 356,1 380,1 476
   Marshall Islands,1 158,1 480,1 891,2 417,3 089,3 284,3 298,721,916,1 164,1 485,1 895,2 011,2 021,437,564,727,932,1 194,1 273,1 277
   Micronesia (Fed. States of),3 685,3 342,3 116,2 905,2 806,2 756,2 832,2 099,2 119,1 721,1 565,1 503,1 473,1 515,1 586,1 223,1 395,1 340,1 303,1 283,1 317
   Nauru,2 815,2 605,2 394,2 253,906,1 833,2 201,1 506,1 395,1 283,1 208,486,1 037,1 297,1 309,1 210,1 111,1 045,420,796,904
   Northern Mariana Islands*,26 593,32 376,40 122,37 542,24 168,21 648,21 843,14 261,15 847,17 387,15 977,10 223,9 100,9 183,12 332,16 529,22 735,21 565,13 945,12 548,12 660
   Palau,2 801,4 749,6 310,6 043,5 490,4 937,5 088,1 800,2 808,3 905,3 620,3 211,2 996,2 888,1 001,1 941,2 405,2 423,2 279,1 941,2 200
   American Samoa*,21 283,23 098,24 912,24 233,23 555,23 513,23 608,11 175,12 037,12 898,12 498,12 098,11 998,12 047,10 108,11 061,12 014,11 735,11 457,11 515,11 561
   Cook Islands*,2 587,2 686,2 785,3 277,3 769,4 168,4 579,1 443,1 497,1 552,1 724,1 895,2 090,2 290,1 144,1 189,1 233,1 553,1 874,2 078,2 289
   French Polynesia*,25 830,28 360,30 329,32 286,31 640,30 058,30 081,15 444,16 689,17 604,18 405,18 037,17 136,17 150,10 386,11 671,12 725,13 881,13 603,12 922,12 931
   Niue*,461,480,498,522,589,588,588,245,257,268,282,319,319,319,216,223,230,240,270,269,269
   Samoa,3 357,4 694,5 998,5 746,5 122,4 255,4 021,1 771,2 451,3 101,2 940,2 594,2 151,2 031,1 586,2 243,2 897,2 806,2 528,2 104,1 990
   Tokelau*,360,506,712,1 003,1 128,1 185,1 238,196,268,366,500,543,564,586,164,238,346,503,585,621,652
   Tonga,2 911,3 274,3 684,4 301,4 607,3 954,3 742,1 488,1 718,1 981,2 324,2 503,2 158,2 044,1 423,1 556,1 703,1 977,2 104,1 796,1 698
   Tuvalu,318,263,218,209,220,230,239,180,148,121,115,121,126,132,138,115,97,94,99,104,107
   Wallis and Futuna Islands*,1 402,1 704,2 015,2 191,2 111,2 050,2 040,726,872,1 018,1 107,1 066,1 035,1 030,676,832,997,1 084,1 045,1 015,1 010
